rate,property_type,area,bedRoom,bathroom,balcony,noOfFloor,facing,sector,society_name,Price,Study_room,Servant_room,Pooja_room,Other,age,feature_score,furnish_score
16388,house,1800.1,3,3,3,2,North-West,Rosewood,,2.95,0,0,0,0,Mid,15,28.5
22075,house,1268.4,3,3,2,2,East,Rosewood,,2.8,1,1,1,0,Mid,15,32.5
11666,house,4500.26,9,9,3+,4,East,Sector 47,,5.25,0,1,0,0,Relatively New,25,29.5
47167,house,1799.99,12,12,3+,4,North,Dlf Phase,,8.49,0,1,1,0,Relatively New,9,33.5
7937,house,5480.66,4,4,3,2,North,Sector 81,bestech park view ananda,4.35,0,1,0,0,Relatively New,11,0.0
20197,house,1727.98,4,4,2,3,South-East,Sushant Lok Phase,,3.49,1,1,1,0,Mid,10,39.5
20635,house,1448.99,4,4,2,2,South,Sector 56,,2.99,1,1,1,0,Mid,10,28.5
34037,house,2700.0,16,18,2,4,West,Sushant Lok Phase,,9.19,0,1,1,0,Newly House,10,42.5
10123,house,1620.07,3,3,2,4,South,Sushant Lok Phase,,1.64,1,1,0,0,Newly House,11,23.5
28858,house,3240.0,10,10,3+,4,North-East,South City,unitech palms south city,9.35,1,1,0,0,Mid,15,30.0
28549,house,3240.04,9,9,3+,4,North,South City,unitech palms south city,9.25,1,1,1,0,Mid,14,70.5
15555,house,1800.06,3,3,3,2,East,Sector 49,eros rosewood villas,2.8,0,0,1,0,Mid,12,13.0
13513,house,1850.07,3,3,2,2,East,Sector 49,eros rosewood villas,2.5,0,0,1,0,Mid,11,17.0
20769,house,1950.02,3,3,3,2,East,Sector 49,eros rosewood city,4.05,0,1,0,0,Mid,8,18.5
34568,house,2429.99,4,4,3+,2,North-East,Dlf Phase,,8.4,0,1,1,0,Relatively New,26,35.0
21097,house,2844.01,6,7,3+,3,East,V Block Dlf Phase,,6.0,1,1,1,0,Mid,21,54.5
33951,house,3239.96,5,6,3+,2,North-East,Sector 66,emaar mgf marbella,11.0,1,1,1,0,Newly House,27,51.5
24306,house,3599.93,5,5,3+,3,North-East,Sector 109,international city by sobha phase,8.75,1,1,1,0,Newly House,26,52.5
25556,house,8999.84,4,4,3+,2,South-West,Dlf Phase,,23.0,1,1,1,0,Relatively New,25,50.0
36111,house,1800.01,4,4,3+,2,North-East,Dlf Phase,,6.5,1,1,1,0,Mid,12,15.5
7756,house,3158.84,4,4,3+,3,West,Sushant Lok Phase,sushant lok,2.45,1,1,1,1,Mid,22,78.5
21825,house,2520.05,8,8,2,3,East,Ansal Plaza,,5.5,1,1,1,0,Mid,17,41.5
12342,house,2843.95,4,4,3,4,North,Suncity,,3.51,0,1,0,0,Under Construction,13,0.0
16577,house,5580.02,5,5,3+,4,North-East,Sector 57,satya the legend,9.25,1,1,1,0,Relatively New,27,64.5
17706,house,3191.01,7,7,3+,2,West,Sector 23,,5.65,0,1,1,0,Mid,13,3.0
29074,house,2700.01,9,9,3+,3,West,A Block Sushant Lok Phase,,7.85,1,1,1,1,Relatively New,10,111.5
29880,house,4518.07,5,5,3+,2,North-East,Dlf Phase,,13.5,1,1,1,1,Relatively New,10,60.5
42222,house,4500.02,6,8,3+,3,East,Dlf Phase,,19.0,1,1,1,0,Mid,15,71.5
38194,house,1440.02,18,18,3+,4,South-West,Suncity,,5.5,0,1,0,0,Relatively New,14,344.5
21605,house,1620.0,4,4,3+,3,South,Sushant Lok Phase,,3.5,0,0,0,0,Old,14,37.0
38194,house,2160.03,4,4,3+,3,North-East,Sector 48,vipul tatvam villa,8.25,0,1,0,0,Relatively New,27,45.0
37778,house,4235.27,4,4,3,1,,Dlf Phase,dlf city plots,16.0,1,0,1,0,Relatively New,1,0.0
31111,house,8035.74,4,4,3+,2,North,Sector 54,suncity township,25.0,1,1,1,0,Mid,0,0.0
17213,house,1556.96,4,3,2,3,,Palam Vihar,ansals palam vihar,2.68,0,0,0,0,Mid,17,25.5
18620,house,1450.05,5,5,2,3,East,Sector 23,,2.7,0,0,0,0,Old,3,35.5
17014,house,1351.83,4,4,3,2,East,Sector 4,,2.3,0,0,0,0,Old,6,28.5
7750,house,1187.1,2,3,3+,3,North-East,Sector 70A,bptp pedestal,0.92,0,0,0,1,Newly House,27,9.0
7172,house,1450.08,3,3,3+,2,North-East,Sector 70A,bptp astaire gardens,1.04,0,0,0,1,Relatively New,27,39.5
29638,house,3323.44,5,5,2,3,West,A Block Sushant Lok Phase,,9.85,1,1,1,0,Old,4,0.0
33333,house,4500.05,5,5,3+,4,,Sector 39,,15.0,0,1,0,0,Mid,4,52.5
8137,house,1450.17,3,3,3+,2,North-East,Sector 70A,bptp astaire gardens,1.18,0,0,0,1,Relatively New,27,36.0
7582,house,1187.02,2,2,3+,3,North-East,Sector 70A,bptp pedestal,0.9,0,1,0,1,Newly House,27,13.5
48148,house,2700.01,3,3,3+,4,North,Sushant Lok Phase,sushant lok,13.0,0,0,1,0,Newly House,1,72.0
18605,house,8116.1,5,5,3+,3,East,Sector 66,emaar mgf marbella,15.1,1,1,1,0,Newly House,24,0.0
16066,house,5608.12,4,4,3+,3,North-East,Sector 66,emaar mgf marbella,9.01,0,1,0,0,Relatively New,22,0.0
55556,house,3239.97,4,4,3+,3,East,Sector 66,emaar mgf marbella,18.0,1,1,1,0,Mid,18,123.5
38986,house,3078.03,16,16,3+,4,,Sector 40,,12.0,1,1,1,0,Newly House,0,203.5
24510,house,917.99,4,3,3,3,North-East,Sector 46,,2.25,1,0,0,0,Relatively New,11,12.0
11428,house,7000.35,4,4,3+,2,West,Sector 33,unitech uniworld resorts,8.0,1,1,1,0,Old,17,0.0
22184,house,2591.96,4,4,2,2,West,Sector 48,vipul tatvam villa,5.75,0,1,0,0,Mid,4,0.5
30247,house,3239.99,4,4,3,2,North-West,Nirvana Country,unitech espace,9.8,0,1,0,0,Mid,4,2.0
20370,house,2430.04,6,5,3+,3,West,Palam Vihar,,4.95,0,1,0,0,Relatively New,14,0.0
31666,house,6000.13,5,6,3+,3,North-East,Sector 66,emaar mgf marbella,19.0,0,1,1,0,Relatively New,24,77.0
18889,house,2641.75,4,4,3+,3,North,Palam Vihar,,4.99,0,1,1,0,Mid,9,6.0
283333,house,250.59,3,3,3,1,East,Nirvana Country,unitech nirvana birch court,7.1,0,1,0,0,Mid,10,9.0
31481,house,1350.02,5,5,3+,3,East,Sector 27,,4.25,0,1,1,0,Relatively New,10,76.0
42222,house,2250.01,5,5,3+,2,North-East,Sushant Lok Phase,,9.5,0,1,1,0,Relatively New,18,69.5
59259,house,2700.01,16,16,3+,4,West,Dlf Phase,,16.0,1,1,1,0,Newly House,13,199.0
45833,house,1800.01,12,12,3+,4,East,Sector 27,,8.25,0,1,1,0,Newly House,8,35.5
18008,house,2609.95,4,4,3+,3,North-East,Sector 70A,bptp visionnaire,4.7,0,0,0,1,Newly House,7,6.5
26235,house,1619.97,5,5,3+,3,North-East,Sector 31,,4.25,0,0,1,0,Mid,10,48.5
33333,house,1350.01,10,8,3+,4,East,Dlf Phase,,4.5,0,1,0,0,Relatively New,10,59.5
12285,house,7000.41,4,5,3+,3,,Sector 72,tata primanti,8.6,0,0,0,0,Relatively New,7,44.0
19293,house,4949.98,6,7,3+,2,East,Sector 33,unitech uniworld resorts,9.55,1,1,1,0,Relatively New,18,26.0
20599,house,2403.03,7,7,3+,2,South,Sector 48,eldeco mansionz,4.95,1,1,1,0,Old,26,35.0
173992,house,546.0,6,6,3+,3,North-East,Sector 33,unitech uniworld resorts,9.5,0,0,0,0,Mid,8,80.5
21367,house,2340.06,7,7,3,2,North-East,Sector 48,eldeco mansionz,5.0,0,0,0,0,Mid,8,52.0
20299,house,2340.02,7,7,3,2,North-East,Sector 48,eldeco mansionz,4.75,1,0,0,0,Mid,7,64.5
41818,house,275.0,3,3,3,2,North-East,Malibu Town,malibu towne,1.15,0,0,0,0,Old,7,26.5
9634,house,6227.94,4,5,3,2,North-East,Sector 109,international city by sobha phase,6.0,0,0,0,0,Mid,17,0.0
19231,house,4679.94,5,5,2,2,North,Palam Vihar,ansals palam vihar,9.0,1,1,1,0,Old,24,51.5
20833,house,1728.03,4,4,2,2,South,Sushant Lok Phase,,3.6,1,1,1,0,Old,24,0.0
33333,house,2700.03,5,5,2,3,South-West,Dlf Phase,,9.0,1,1,1,0,Old,24,41.5
6875,house,3200.0,12,12,3+,6,North,Sushant Lok Phase,,2.2,0,1,0,0,Newly House,7,157.0
14667,house,2249.95,3,3,2,1,North-East,Sector 4,,3.3,0,0,0,0,Old,5,25.0
14787,house,2366.94,5,4,2,2,North,Sector 5,,3.5,0,0,1,1,Old,8,0.0
16319,house,1440.04,4,4,2,2,East,Sector 4,,2.35,0,0,1,0,Old,8,18.0
18250,house,10000.0,7,9,3+,4,East,Dlf Phase,,18.25,1,1,1,0,Relatively New,12,14.0
27390,house,1935.01,9,9,3+,3,East,C Block Sushant Lok Phase,,5.3,0,1,0,0,Mid,12,80.5
30728,house,2033.98,7,7,3+,3,North,Sushant Lok Phase,sushant lok,6.25,1,1,0,0,Mid,11,0.0
35000,house,1800.0,4,4,3+,2,East,Dlf Phase,dlf city plots phase,6.3,0,1,0,0,Old,14,0.0
30556,house,1799.97,4,4,3+,2,East,Sector 26,dlf city phase,5.5,0,0,1,0,Mid,10,25.0
41315,house,2844.0,4,5,3+,4,East,Dlf Phase,,11.75,1,1,0,0,Relatively New,9,84.0
3786,house,5018.49,10,9,3+,3,North,Dlf Phase,dlf pink town house,1.9,0,0,0,1,Relatively New,6,114.0
60000,house,1800.0,4,4,3,2,North,Nirvana Country,unitech escape,10.8,1,1,1,0,Relatively New,24,32.5
24691,house,2592.04,3,4,3,2,North,Sector 48,vipul tatvam villa,6.4,1,1,0,0,Relatively New,24,46.5
9349,house,1230.08,2,2,3,2,North,Sector-33,central park flower valley,1.15,1,0,0,0,Relatively New,16,34.5
23504,house,2340.03,4,4,2,2,North,Sector 48,,5.5,0,1,0,0,Relatively New,8,30.0
21605,house,1620.0,4,4,2,2,South-East,Sector 46,rwa sector,3.5,0,0,1,0,Relatively New,5,40.0
234375,house,160.0,4,4,3,3,East,Sector 54,,3.75,0,1,0,0,Mid,3,22.0
26235,house,1619.97,10,9,3+,4,North,South City,,4.25,1,1,0,0,Mid,6,40.5
21786,house,1836.04,6,6,3+,4,North-East,Sector 38,,4.0,1,1,1,1,Old,25,86.5
35000,house,9000.0,7,9,3+,3,North-East,Dlf Phase,arjun marg/ sector-,31.5,1,1,1,0,Mid,15,102.0
8235,house,1700.06,3,3,2,3,North-West,Sector 82,vatika independent floors,1.4,0,0,1,0,Newly House,10,13.0
15432,house,3240.02,4,4,3+,3,East,Sector 82,vatika signature villas,5.0,0,1,1,0,Relatively New,5,15.0
37627,house,4518.03,5,5,3+,2,North-East,Dlf Phase,,17.0,1,1,1,0,Relatively New,16,37.5
21251,house,4235.09,4,4,3+,,South-West,Sector 66,emaar mgf marbella,9.0,0,1,1,0,Relatively New,20,61.5
30556,house,539.99,4,4,3+,4,West,Sushant Lok Phase,sushant lok,1.65,0,0,0,1,Mid,9,46.0
27160,house,4050.07,5,6,3+,3,East,Sushant Lok Phase,the laburnum,11.0,0,1,1,0,Newly House,27,61.5
35530,house,3095.98,5,5,3+,2,,Dlf Phase,,11.0,1,1,1,0,Relatively New,6,13.5
22046,house,1700.99,3,3,1,2,South,Sector 49,eros rosewood city,3.75,0,0,1,0,Old,1,27.0
22222,house,1530.02,6,6,3+,2,West,Sector 56,ansal sushant lok,3.4,0,0,0,0,Mid,6,46.5
33333,house,1350.01,3,3,2,2,West,Dlf Phase,,4.5,0,0,1,0,Old,10,21.0
27132,house,1934.98,4,4,2,2,,C Block Sushant Lok Phase,,5.25,1,1,0,0,Old,12,25.0
22855,house,2844.02,4,4,2,2,,Dlf Phase,,6.5,0,0,1,0,Old,7,23.0
40741,house,2699.98,4,4,3+,2,North,Nirvana Country,unitech espace,11.0,0,1,0,0,Mid,14,48.5
34722,house,2160.01,3,3,2,2,West,Nirvana Country,unitech espace,7.5,0,1,0,0,Mid,13,33.0
29333,house,3375.04,5,5,2,2,South-East,Dlf Phase,,9.9,0,0,1,0,Mid,14,31.0
32328,house,2087.97,4,4,3,3,West,Uppals Southend,uppal southend,6.75,0,1,0,0,Relatively New,5,85.0
290948,house,232.0,12,12,3+,,West,Uppals Southend,uppal southend,6.75,1,1,1,1,Mid,10,92.0
25562,house,1467.02,6,6,3+,3,East,Uppals Southend,uppal southend,3.75,1,0,0,0,Mid,5,49.5
12393,house,1170.02,4,4,2,2,North,Sector 15,,1.45,0,0,0,1,Old,2,0.0
22331,house,1836.01,3,3,2,1,North-East,Sector 15,,4.1,1,0,1,1,Old,4,31.5
20317,house,3150.07,6,6,3+,3,North,Sector 14,,6.4,0,0,0,1,Old,7,0.0
18088,house,1934.98,6,4,2,2,West,Sector 14,,3.5,0,0,0,1,Old,5,32.5
21759,house,2160.03,3,3,3+,3,,Sector 82,vatika signature villas,4.7,0,1,0,0,Newly House,7,0.0
16600,house,4518.07,3,3,2,1,West,Sector 14,,7.5,1,1,1,0,Old,5,32.0
21219,house,2592.02,3,6,2,2,North,Sector 48,vipul tatvam villa,5.5,0,1,0,1,Mid,22,39.0
19125,house,4000.0,4,4,3,2,North-East,Sector 48,vipul tatvam villa,7.65,1,1,0,1,Mid,10,0.0
18885,house,2727.03,5,7,3,2,East,Sector 48,eldeco mansionz,5.15,0,1,1,0,Mid,27,52.0
15000,house,4500.0,5,4,2,2,North,Uppals Southend,ss aaron ville,6.75,0,0,0,1,Newly House,10,0.0
37037,house,2700.0,5,5,3+,3,East,Dlf Phase,,10.0,0,1,1,0,Mid,7,52.0
18814,house,4517.91,4,4,2,2,West,Sector 17B,,8.5,1,1,1,0,Old,4,37.5
32328,house,2087.97,12,12,3+,3,North,Uppals Southend,uppal southend,6.75,1,1,1,1,Mid,10,104.5
23457,house,4049.96,8,8,3,3,West,Sector 17,,9.5,1,0,0,0,Relatively New,5,72.5
16975,house,3240.06,5,4,2,2,East,Sector 14,,5.5,1,0,0,0,Old,5,0.0
18889,house,3419.98,5,5,2,3,East,Sector 14,,6.46,1,1,1,0,Mid,5,37.0
14000,house,4000.0,5,4,3+,33,North-East,Sector 106,godrej meridien,5.6,1,1,1,0,Under Construction,25,7.5
32407,house,3240.04,5,6,3+,3,,Dlf Phase,,10.5,1,1,1,0,Newly House,27,79.0
266666,house,300.0,5,4,3,2,North,Sector 57,,8.0,1,1,1,0,Relatively New,4,8.0
26502,house,2430.01,4,5,3+,3,North-East,Sector 109,international city by sobha phase,6.44,1,1,1,0,Newly House,24,0.0
23148,house,3240.02,8,8,3+,3,North-East,Sector 56,,7.5,1,1,1,0,Relatively New,8,183.5
32407,house,2160.03,4,4,2,2,East,Nirvana Country,unitech aspen greens,7.0,0,1,0,0,Old,5,9.0
33951,house,3239.96,13,13,3+,3,East,Dlf Phase,,11.0,1,1,1,0,Relatively New,17,162.0
18808,house,3455.98,5,5,2,2,North-East,Uppals Southend,ss aaron ville,6.5,1,1,1,0,Relatively New,5,70.0
31481,house,2160.03,4,4,3+,2,South-East,Nirvana Country,unitech nirvana birch court,6.8,1,1,1,0,Old,22,4.5
10838,house,6228.09,4,4,3+,2,North-East,Sector 109,international city by sobha phase,6.75,0,1,1,0,Newly House,23,0.0
19847,house,2368.12,6,6,3+,2,West,Sector 22,saksham welfare association,4.7,0,0,1,0,Old,16,9.0
23148,house,3369.62,4,4,3+,2,North-East,Sector 48,vipul tatvam villa,7.8,1,1,1,0,Relatively New,26,58.5
12037,house,5400.02,4,4,3+,1,North-East,Sector 109,international city by sobha phase,6.5,0,1,0,0,Newly House,27,48.5
17820,house,4769.92,5,5,3+,3,North,Sector 33,unitech uniworld resorts,8.5,1,1,1,0,Newly House,25,65.0
24390,house,1845.02,6,6,3+,3,North-East,Sector 46,rwa sector,4.5,0,0,0,0,Mid,12,48.5
35185,house,1264.74,4,4,3,3,West,Dlf Phase,,4.45,0,0,0,0,Old,4,18.0
26063,house,1458.01,8,8,3+,4,East,Sector 57,sector,3.8,0,0,1,0,Relatively New,15,47.0
79365,house,126.0,2,2,No,0,,Jyoti Park,,1.0,1,0,0,0,Old,2,4.5
23932,house,584.99,8,8,3,4,East,Sector 38,sector,1.4,0,0,0,1,Mid,8,62.0
24573,house,4679.93,5,6,3+,4,East,Sector 33,unitech uniworld resorts,11.5,0,1,0,0,Relatively New,13,25.0
24005,house,1458.03,3,2,3,2,East,Sector 38,huda,3.5,0,0,0,0,Mid,13,27.0
32870,house,2160.02,5,4,3,2,East,Nirvana Country,nirvana cedar crest,7.1,1,0,1,0,Mid,23,36.0
33404,house,2843.97,9,9,3+,3,North-West,Dlf Phase,nul,9.5,0,0,0,1,Old,11,0.0
23240,house,5055.94,5,7,3+,3,East,Sector 33,unitech uniworld resorts,11.75,0,1,0,0,Relatively New,12,0.0
29630,house,1349.98,4,4,3,2,North,Dlf Phase,,4.0,0,0,0,0,Old,6,6.0
16071,house,1400.04,3,3,3,4,South-East,Sector 52,ardee city,2.25,0,1,0,0,Newly House,4,30.0
51440,house,2430.02,16,17,3+,4,South,Dlf Phase,nul,12.5,1,1,1,1,Relatively New,22,145.5
26667,house,4124.95,5,6,3,3,,Sector 33,unitech uniworld resorts,11.0,1,1,0,0,Newly House,11,15.5
28782,house,1493.99,9,9,3+,3,East,Sector 38,sector,4.3,0,0,1,1,Relatively New,8,91.0
34491,house,2159.98,4,4,3,3,,Nirvana Country,unitech espace,7.45,0,1,0,0,Old,17,26.5
34351,house,2160.05,4,4,3,2,West,Nirvana Country,unitech espace,7.42,0,0,0,0,Old,21,24.0
47803,house,1935.02,12,12,3+,4,North-East,Sector 26,dlf city phase,9.25,0,1,1,0,Newly House,7,25.5
6230,house,1926.16,3,2,2,3,,Sector 23A,,1.2,0,0,0,0,Newly House,14,17.5
33665,house,1809.0,12,11,3+,4,West,Malibu Town,,6.09,0,0,1,0,Mid,9,102.5
44444,house,1125.01,9,9,3+,5,East,Sector 55,,5.0,0,0,0,1,Newly House,9,110.5
20566,house,1448.99,6,6,3+,3,East,Sector 17,iffco nagar and,2.98,1,0,1,0,Relatively New,13,0.0
22222,house,1800.02,9,9,3+,2,East,Sector 38,huda floor,4.0,0,0,1,0,Relatively New,21,78.0
26667,house,899.99,4,4,3,3,East,Sector 46,,2.4,0,0,0,0,Mid,7,35.0
20349,house,1547.99,5,4,3+,2,North-East,Sector 57,,3.15,0,0,0,0,Mid,8,32.0
23148,house,1836.01,5,4,2,3,North-East,Sector 46,,4.25,0,0,0,0,Mid,9,48.5
21124,house,2366.98,9,9,3+,3,South-East,Sector 40,,5.0,0,0,1,0,Relatively New,11,62.0
24202,house,909.02,3,3,2,3,North-West,Sector 46,,2.2,0,0,0,0,Old,9,29.5
24155,house,1448.98,4,3,3,2,South-West,Sector 31,,3.5,0,0,0,0,Mid,13,46.5
23870,house,2366.99,8,6,3+,3,South-West,Sector 46,,5.65,0,1,0,0,Mid,10,58.5
24500,house,1448.98,5,4,3+,3,North-West,Sector 46,,3.55,0,1,0,0,Mid,10,41.5
24845,house,1448.98,5,5,3+,3,South-East,Sector 46,,3.6,0,1,0,0,Mid,10,47.5
20026,house,1547.99,5,4,3+,2,North-East,Sushant Lok Phase,,3.1,0,1,0,0,Mid,8,41.5
28787,house,1650.05,3,3,3,2,North-West,Sushant Lok Phase,,4.75,0,0,0,0,Mid,16,20.0
12551,house,2430.09,3,3,2,2,,Bissar,silverglades tarudhan valley golf resort,3.05,1,1,1,1,Mid,26,57.0
30556,house,1799.97,4,4,3,2,North-East,Sector 26,dlf city phase,5.5,1,1,1,0,Mid,10,5.0
31481,house,1350.02,3,2,3,2,North,Dlf Phase,dlf city plots phase,4.25,1,0,0,0,Old,6,0.0
33333,house,1350.01,3,3,2,2,East,Sector 26,dlf city phase,4.5,1,1,0,0,Mid,13,16.0
33129,house,981.01,3,3,3,2,West,Sector 26,dlf city phase,3.25,1,0,0,0,Old,14,13.0
14815,house,2429.97,3,3,2,2,,Bissar,silverglades tarudhan valley golf resort,3.6,1,1,1,1,Mid,26,68.5
